id,Geographic Area Name,Worked in state of residence,Worked in county of residence,Worked outside county of residence,Worked outside state of residence,Living in a place,Worked in place of residence,Worked outside place of residence,Not living in a place,Living in 12 selected states,Worked in minor civil division of residence,Worked outside minor civil division of residence,Not living in 12 selected states
0500000US22033,"East Baton Rouge Parish, Louisiana",98.9,86.4,12.5,1.1,82.2,37.3,44.9,17.8,N,N,N,N
0500000US24013,"Carroll County, Maryland",95.9,46.3,49.6,4.1,45.1,10.5,34.6,54.9,N,N,N,N
0500000US24045,"Wicomico County, Maryland",86.8,71.0,15.8,13.2,48.7,18.6,30.1,51.3,N,N,N,N
0500000US25027,"Worcester County, Massachusetts",96.5,70.4,26.1,3.5,50.0,18.4,31.6,50.0,100.0,27.2,72.8,0.0
0500000US26065,"Ingham County, Michigan",99.7,77.1,22.6,0.3,85.0,30.7,54.3,15.0,100.0,32.1,67.9,0.0
0500000US34019,"Hunterdon County, New Jersey",88.5,44.7,43.8,11.5,26.6,4.2,22.4,73.4,100.0,19.2,80.8,0.0
0500000US36063,"Niagara County, New York",99.0,59.7,39.3,1.0,59.5,17.2,42.2,40.5,100.0,22.7,77.3,0.0
0500000US36079,"Putnam County, New York",87.6,30.5,57.0,12.4,34.4,4.4,30.0,65.6,100.0,17.2,82.8,0.0
0500000US37049,"Craven County, North Carolina",98.7,82.1,16.6,1.3,79.7,35.9,43.7,20.3,N,N,N,N
0500000US37151,"Randolph County, North Carolina",99.7,54.5,45.2,0.3,39.2,10.0,29.2,60.8,N,N,N,N
0500000US39141,"Ross County, Ohio",99.5,74.7,24.7,0.5,40.7,19.1,21.6,59.3,N,N,N,N
0500000US40109,"Oklahoma County, Oklahoma",99.5,91.3,8.3,0.5,97.5,62.0,35.5,2.5,N,N,N,N
0500000US48245,"Jefferson County, Texas",96.0,87.9,8.0,4.0,95.4,50.2,45.2,4.6,N,N,N,N
0500000US48303,"Lubbock County, Texas",99.4,95.0,4.4,0.6,89.6,74.7,14.9,10.4,N,N,N,N
0500000US54003,"Berkeley County, West Virginia",66.8,58.0,8.8,33.2,20.7,6.4,14.3,79.3,N,N,N,N
0500000US55073,"Marathon County, Wisconsin",99.5,85.6,13.9,0.5,68.3,25.7,42.5,31.7,100.0,30.6,69.4,0.0
0500000US02090,"Fairbanks North Star Borough, Alaska",99.1,95.1,4.0,0.9,99.7,37.6,62.1,0.3,N,N,N,N
0500000US05085,"Lonoke County, Arkansas",98.6,35.5,63.2,1.4,66.9,14.7,52.2,33.1,N,N,N,N
0500000US06001,"Alameda County, California",99.7,63.9,35.8,0.3,99.5,29.8,69.8,0.5,N,N,N,N
0500000US06097,"Sonoma County, California",99.6,86.0,13.6,0.4,81.0,30.7,50.3,19.0,N,N,N,N
0500000US06113,"Yolo County, California",99.5,65.0,34.4,0.5,93.9,33.5,60.4,6.1,N,N,N,N
0500000US09015,"Windham County, Connecticut",84.0,59.7,24.3,16.0,36.2,8.6,27.7,63.8,100.0,26.1,73.9,0.0
0500000US12011,"Broward County, Florida",99.1,77.5,21.7,0.9,99.9,22.7,77.3,0.1,N,N,N,N
0500000US20177,"Shawnee County, Kansas",99.6,90.9,8.6,0.4,72.7,58.5,14.3,27.3,N,N,N,N
0500000US21067,"Fayette County, Kentucky",98.6,84.4,14.2,1.4,100.0,84.4,15.6,0.0,N,N,N,N
0500000US22017,"Caddo Parish, Louisiana",97.5,83.3,14.2,2.5,83.6,63.0,20.6,16.4,N,N,N,N
0500000US22079,"Rapides Parish, Louisiana",96.7,85.6,11.1,3.3,57.6,30.1,27.5,42.4,N,N,N,N
0500000US26147,"St. Clair County, Michigan",99.4,62.2,37.1,0.6,37.5,11.2,26.3,62.5,100.0,20.5,79.5,0.0
0500000US27171,"Wright County, Minnesota",98.9,45.6,53.3,1.1,77.0,17.4,59.6,23.0,100.0,20.2,79.8,0.0
0500000US29095,"Jackson County, Missouri",81.6,73.0,8.7,18.4,96.8,41.5,55.3,3.2,N,N,N,N
0500000US36051,"Livingston County, New York",99.6,53.3,46.3,0.4,54.0,16.3,37.8,46.0,100.0,27.4,72.6,0.0
0500000US36103,"Suffolk County, New York",99.3,75.2,24.1,0.7,100.0,12.1,87.9,0.0,100.0,36.1,63.9,0.0
0500000US40027,"Cleveland County, Oklahoma",99.2,50.9,48.3,0.8,95.8,48.0,47.9,4.2,N,N,N,N
0500000US40101,"Muskogee County, Oklahoma",99.5,80.5,19.0,0.5,71.8,45.9,25.9,28.2,N,N,N,N
0500000US41035,"Klamath County, Oregon",99.2,96.9,2.3,0.8,68.0,34.1,34.0,32.0,N,N,N,N
0500000US42101,"Philadelphia County, Pennsylvania",94.0,74.4,19.6,6.0,100.0,74.4,25.6,0.0,100.0,74.4,25.6,0.0
0500000US45019,"Charleston County, South Carolina",98.3,87.8,10.5,1.7,85.0,41.5,43.5,15.0,N,N,N,N
0500000US45047,"Greenwood County, South Carolina",99.6,82.9,16.7,0.4,39.8,15.9,24.0,60.2,N,N,N,N
0500000US47141,"Putnam County, Tennessee",98.3,79.2,19.2,1.7,53.5,34.3,19.2,46.5,N,N,N,N
0500000US48257,"Kaufman County, Texas",99.5,38.1,61.4,0.5,50.2,12.6,37.6,49.8,N,N,N,N
0500000US48381,"Randall County, Texas",99.6,43.3,56.3,0.4,81.3,58.7,22.6,18.7,N,N,N,N
0500000US55071,"Manitowoc County, Wisconsin",99.4,74.9,24.5,0.6,68.9,34.5,34.4,31.1,100.0,38.4,61.6,0.0
0500000US55139,"Winnebago County, Wisconsin",99.3,68.2,31.1,0.7,80.7,33.0,47.7,19.3,100.0,34.4,65.6,0.0
0500000US72031,"Carolina Municipio, Puerto Rico",100.0,36.6,63.4,0.0,93.5,33.1,60.4,6.5,N,N,N,N
0500000US01095,"Marshall County, Alabama",98.1,70.2,27.9,1.9,48.1,19.2,28.9,51.9,N,N,N,N
0500000US04017,"Navajo County, Arizona",99.1,88.9,10.2,0.9,84.2,40.9,43.3,15.8,N,N,N,N
0500000US06107,"Tulare County, California",99.8,84.1,15.7,0.2,86.7,34.4,52.3,13.3,N,N,N,N
0500000US08077,"Mesa County, Colorado",98.3,93.5,4.9,1.7,83.3,42.6,40.8,16.7,N,N,N,N
0500000US09001,"Fairfield County, Connecticut",83.3,75.2,8.1,16.7,75.1,24.9,50.2,24.9,100.0,33.2,66.8,0.0
0500000US12089,"Nassau County, Florida",92.5,60.1,32.4,7.5,38.3,14.8,23.6,61.7,N,N,N,N
0500000US17163,"St. Clair County, Illinois",72.2,59.8,12.4,27.8,77.8,14.3,63.5,22.2,N,N,N,N
0500000US18035,"Delaware County, Indiana",98.0,80.3,17.7,2.0,70.9,42.6,28.4,29.1,N,N,N,N
0500000US18091,"LaPorte County, Indiana",90.2,64.9,25.3,9.8,62.0,27.1,34.9,38.0,N,N,N,N
0500000US18095,"Madison County, Indiana",100.0,54.5,45.5,0.0,69.3,25.8,43.6,30.7,N,N,N,N
0500000US21117,"Kenton County, Kentucky",73.2,39.6,33.6,26.8,93.3,13.8,79.4,6.7,N,N,N,N
0500000US22055,"Lafayette Parish, Louisiana",98.5,86.1,12.3,1.5,74.0,41.7,32.3,26.0,N,N,N,N
0500000US24017,"Charles County, Maryland",68.1,38.2,29.9,31.9,75.1,14.2,60.9,24.9,N,N,N,N
0500000US26077,"Kalamazoo County, Michigan",99.2,83.5,15.7,0.8,62.9,23.4,39.5,37.1,100.0,29.6,70.4,0.0
0500000US27109,"Olmsted County, Minnesota",99.1,92.4,6.7,0.9,87.3,70.1,17.2,12.7,100.0,71.4,28.6,0.0
0500000US27141,"Sherburne County, Minnesota",99.3,34.1,65.2,0.7,61.5,14.8,46.7,38.5,100.0,17.1,82.9,0.0
0500000US34009,"Cape May County, New Jersey",93.5,70.8,22.7,6.5,61.1,13.4,47.7,38.9,100.0,26.5,73.5,0.0
0500000US35045,"San Juan County, New Mexico",94.6,91.4,3.2,5.4,75.6,34.4,41.1,24.4,N,N,N,N
0500000US36089,"St. Lawrence County, New York",99.7,89.9,9.8,0.3,43.0,20.0,23.0,57.0,100.0,34.2,65.8,0.0
0500000US37081,"Guilford County, North Carolina",99.1,83.6,15.6,0.9,82.8,47.7,35.1,17.2,N,N,N,N
0500000US39095,"Lucas County, Ohio",95.3,80.2,15.1,4.7,79.4,38.6,40.9,20.6,N,N,N,N
0500000US40143,"Tulsa County, Oklahoma",99.0,91.5,7.6,1.0,95.1,55.1,40.0,4.9,N,N,N,N
0500000US44003,"Kent County, Rhode Island",92.9,41.8,51.1,7.1,50.2,16.5,33.7,49.8,100.0,24.2,75.8,0.0
0500000US48039,"Brazoria County, Texas",99.7,54.2,45.6,0.3,71.0,19.0,52.0,29.0,N,N,N,N
0500000US48491,"Williamson County, Texas",99.6,53.4,46.2,0.4,79.8,27.7,52.1,20.2,N,N,N,N
0500000US53045,"Mason County, Washington",99.3,57.9,41.4,0.7,32.5,14.3,18.1,67.5,N,N,N,N
0500000US55105,"Rock County, Wisconsin",92.6,67.9,24.6,7.4,76.8,33.9,42.9,23.2,100.0,36.7,63.3,0.0
0500000US72097,"Mayagüez Municipio, Puerto Rico",99.4,71.0,28.4,0.6,83.5,56.0,27.5,16.5,N,N,N,N
0500000US06057,"Nevada County, California",97.1,73.1,24.1,2.9,47.7,21.7,25.9,52.3,N,N,N,N
0500000US12019,"Clay County, Florida",99.6,44.4,55.2,0.4,67.7,10.8,57.0,32.3,N,N,N,N
0500000US12055,"Highlands County, Florida",99.6,91.8,7.8,0.4,28.1,11.9,16.2,71.9,N,N,N,N
0500000US12131,"Walton County, Florida",97.9,77.2,20.7,2.1,29.4,10.8,18.6,70.6,N,N,N,N
0500000US15009,"Maui County, Hawaii",99.2,98.7,0.4,0.8,98.2,33.0,65.3,1.8,N,N,N,N
0500000US23005,"Cumberland County, Maine",98.2,89.6,8.5,1.8,59.8,25.5,34.3,40.2,100.0,37.2,62.8,0.0
0500000US33015,"Rockingham County, New Hampshire",73.3,57.1,16.2,26.7,30.1,8.8,21.4,69.9,100.0,23.4,76.6,0.0
0500000US35031,"McKinley County, New Mexico",88.0,80.5,7.5,12.0,62.0,33.8,28.2,38.0,N,N,N,N
0500000US36011,"Cayuga County, New York",99.9,63.7,36.1,0.1,46.2,21.0,25.2,53.8,100.0,29.8,70.2,0.0
0500000US36047,"Kings County, New York",97.9,48.2,49.7,2.1,100.0,96.0,4.0,0.0,100.0,48.2,51.8,0.0
0500000US37089,"Henderson County, North Carolina",98.2,67.9,30.3,1.8,64.0,14.0,50.0,36.0,N,N,N,N
0500000US39057,"Greene County, Ohio",99.3,54.8,44.4,0.7,78.1,19.0,59.1,21.9,N,N,N,N
0500000US39139,"Richland County, Ohio",99.4,80.5,18.9,0.6,53.1,19.3,33.8,46.9,N,N,N,N
0500000US41033,"Josephine County, Oregon",99.7,89.8,9.9,0.3,63.0,42.9,20.1,37.0,N,N,N,N
0500000US42007,"Beaver County, Pennsylvania",97.1,54.3,42.8,2.9,46.7,7.4,39.3,53.3,100.0,14.2,85.8,0.0
0500000US42037,"Columbia County, Pennsylvania",98.9,66.8,32.1,1.1,55.0,15.2,39.9,45.0,100.0,20.3,79.7,0.0
0500000US45031,"Darlington County, South Carolina",99.8,54.3,45.5,0.2,23.2,9.9,13.4,76.8,N,N,N,N
0500000US45079,"Richland County, South Carolina",98.8,77.7,21.1,1.2,52.1,24.0,28.0,47.9,N,N,N,N
0500000US48157,"Fort Bend County, Texas",98.8,40.2,58.6,1.2,58.4,13.8,44.7,41.6,N,N,N,N
0500000US48181,"Grayson County, Texas",97.2,74.2,23.0,2.8,72.6,26.7,45.9,27.4,N,N,N,N
0500000US48451,"Tom Green County, Texas",100.0,93.6,6.4,0.0,91.8,78.8,13.1,8.2,N,N,N,N
0500000US51019,"Bedford County, Virginia",98.8,37.8,61.0,1.2,23.0,5.5,17.5,77.0,N,N,N,N
0500000US53021,"Franklin County, Washington",98.3,45.9,52.4,1.7,85.5,23.5,62.0,14.5,N,N,N,N
0500000US53025,"Grant County, Washington",100.0,91.7,8.3,0.0,69.9,36.0,33.8,30.1,N,N,N,N
0500000US55109,"St. Croix County, Wisconsin",61.0,54.5,6.5,39.0,50.8,12.8,38.0,49.2,100.0,19.6,80.4,0.0
0500000US05045,"Faulkner County, Arkansas",99.2,66.2,33.0,0.8,68.1,37.8,30.3,31.9,N,N,N,N
0500000US06019,"Fresno County, California",99.6,90.4,9.2,0.4,88.1,45.2,42.9,11.9,N,N,N,N
0500000US08013,"Boulder County, Colorado",99.4,81.4,18.0,0.6,92.7,43.4,49.3,7.3,N,N,N,N
0500000US08041,"El Paso County, Colorado",98.9,93.2,5.7,1.1,90.2,57.5,32.6,9.8,N,N,N,N
0500000US12015,"Charlotte County, Florida",98.8,70.3,28.5,1.2,61.0,23.1,37.9,39.0,N,N,N,N
0500000US12057,"Hillsborough County, Florida",99.1,87.1,12.1,0.9,93.9,29.8,64.1,6.1,N,N,N,N
0500000US18043,"Floyd County, Indiana",67.4,37.6,29.8,32.6,51.4,14.7,36.7,48.6,N,N,N,N
0500000US21093,"Hardin County, Kentucky",99.2,79.7,19.5,0.8,65.0,28.9,36.2,35.0,N,N,N,N
0500000US22071,"Orleans Parish, Louisiana",98.8,76.4,22.5,1.2,100.0,76.4,23.6,0.0,N,N,N,N
0500000US23003,"Aroostook County, Maine",99.8,97.4,2.4,0.2,47.5,28.2,19.3,52.5,100.0,45.2,54.8,0.0
0500000US24005,"Baltimore County, Maryland",97.6,50.2,47.4,2.4,87.2,11.2,75.9,12.8,N,N,N,N
0500000US24043,"Washington County, Maryland",84.2,64.7,19.5,15.8,67.6,12.8,54.9,32.4,N,N,N,N
0500000US26125,"Oakland County, Michigan",99.2,70.0,29.2,0.8,63.6,12.4,51.2,36.4,100.0,19.4,80.6,0.0
0500000US34001,"Atlantic County, New Jersey",97.0,77.2,19.9,3.0,61.2,15.8,45.4,38.8,100.0,24.4,75.6,0.0
0500000US34023,"Middlesex County, New Jersey",87.1,51.7,35.4,12.9,59.4,9.2,50.2,40.6,100.0,19.1,80.9,0.0
0500000US34037,"Sussex County, New Jersey",92.9,44.9,48.0,7.1,44.2,5.2,39.0,55.8,100.0,16.8,83.2,0.0
0500000US35005,"Chaves County, New Mexico",99.7,87.8,12.0,0.3,80.0,59.3,20.6,20.0,N,N,N,N
0500000US35013,"Doña Ana County, New Mexico",81.5,79.3,2.2,18.5,80.1,41.8,38.3,19.9,N,N,N,N
0500000US36085,"Richmond County, New York",92.8,49.1,43.7,7.2,100.0,91.8,8.2,0.0,100.0,49.1,50.9,0.0
0500000US42071,"Lancaster County, Pennsylvania",98.6,84.1,14.5,1.4,42.5,8.8,33.7,57.5,100.0,21.2,78.8,0.0
0500000US42107,"Schuylkill County, Pennsylvania",99.5,68.0,31.5,0.5,67.9,12.0,55.8,32.1,100.0,17.6,82.4,0.0
0500000US42129,"Westmoreland County, Pennsylvania",99.1,65.6,33.5,0.9,44.6,7.8,36.8,55.4,100.0,20.5,79.5,0.0
0500000US45083,"Spartanburg County, South Carolina",98.5,77.2,21.3,1.5,35.1,6.1,28.9,64.9,N,N,N,N
0500000US48339,"Montgomery County, Texas",99.5,57.0,42.5,0.5,38.3,14.0,24.3,61.7,N,N,N,N
0500000US51087,"Henrico County, Virginia",98.8,55.5,43.4,1.2,61.2,8.7,52.5,38.8,N,N,N,N
0500000US51760,"Richmond city, Virginia",99.1,57.9,41.2,0.9,100.0,57.9,42.1,0.0,N,N,N,N
0500000US55035,"Eau Claire County, Wisconsin",98.8,80.8,18.0,1.2,76.5,47.2,29.3,23.5,100.0,49.2,50.8,0.0
0500000US55063,"La Crosse County, Wisconsin",97.0,92.1,4.8,3.0,81.7,38.7,43.1,18.3,100.0,40.5,59.5,0.0
0500000US01003,"Baldwin County, Alabama",94.0,74.8,19.1,6.0,57.6,19.0,38.6,42.4,N,N,N,N
0500000US05125,"Saline County, Arkansas",98.1,43.4,54.7,1.9,71.7,17.2,54.4,28.3,N,N,N,N
0500000US12009,"Brevard County, Florida",98.6,91.7,6.9,1.4,81.1,23.9,57.2,18.9,N,N,N,N
0500000US17091,"Kankakee County, Illinois",98.3,73.0,25.2,1.7,72.5,18.9,53.6,27.5,N,N,N,N
0500000US18005,"Bartholomew County, Indiana",99.2,83.9,15.3,0.8,69.5,51.5,17.9,30.5,N,N,N,N
0500000US18057,"Hamilton County, Indiana",99.0,54.6,44.4,1.0,93.4,30.8,62.6,6.6,N,N,N,N
0500000US19153,"Polk County, Iowa",99.6,88.0,11.5,0.4,94.4,40.0,54.4,5.6,N,N,N,N
0500000US20209,"Wyandotte County, Kansas",79.4,46.9,32.5,20.6,100.0,41.7,58.3,0.0,N,N,N,N
0500000US22045,"Iberia Parish, Louisiana",96.5,60.7,35.9,3.5,42.9,17.9,25.0,57.1,N,N,N,N
0500000US22103,"St. Tammany Parish, Louisiana",96.3,65.9,30.5,3.7,28.5,7.9,20.5,71.5,N,N,N,N
0500000US24001,"Allegany County, Maryland",89.4,84.1,5.3,10.6,71.5,19.7,51.8,28.5,N,N,N,N
0500000US25005,"Bristol County, Massachusetts",89.7,58.4,31.3,10.3,59.0,17.7,41.2,41.0,100.0,26.6,73.4,0.0
0500000US26021,"Berrien County, Michigan",85.8,79.1,6.6,14.2,38.9,7.1,31.8,61.1,100.0,20.5,79.5,0.0
0500000US26093,"Livingston County, Michigan",99.1,47.4,51.7,0.9,12.6,2.4,10.2,87.4,100.0,14.9,85.1,0.0
0500000US26103,"Marquette County, Michigan",98.9,96.7,2.3,1.1,67.6,35.2,32.4,32.4,100.0,39.7,60.3,0.0
0500000US29019,"Boone County, Missouri",99.7,91.0,8.7,0.3,75.2,61.1,14.1,24.8,N,N,N,N
0500000US34031,"Passaic County, New Jersey",92.3,43.5,48.8,7.7,81.5,17.6,63.9,18.5,100.0,21.7,78.3,0.0
0500000US35043,"Sandoval County, New Mexico",99.3,51.2,48.1,0.7,94.7,36.8,58.0,5.3,N,N,N,N
0500000US36093,"Schenectady County, New York",99.4,56.0,43.4,0.6,68.3,20.3,48.0,31.7,100.0,28.7,71.3,0.0
0500000US37031,"Carteret County, North Carolina",99.2,70.4,28.8,0.8,45.6,14.1,31.5,54.4,N,N,N,N
0500000US37155,"Robeson County, North Carolina",95.3,71.3,24.0,4.7,26.5,9.8,16.7,73.5,N,N,N,N
0500000US39133,"Portage County, Ohio",99.3,49.9,49.4,0.7,52.0,14.8,37.1,48.0,N,N,N,N
0500000US41047,"Marion County, Oregon",98.9,76.2,22.6,1.1,84.1,35.2,48.9,15.9,N,N,N,N
0500000US42027,"Centre County, Pennsylvania",97.6,89.4,8.2,2.4,58.4,17.2,41.1,41.6,100.0,25.3,74.7,0.0
0500000US42125,"Washington County, Pennsylvania",96.0,64.4,31.6,4.0,50.5,8.0,42.5,49.5,100.0,16.9,83.1,0.0
0500000US45059,"Laurens County, South Carolina",99.1,57.8,41.3,0.9,30.0,9.4,20.6,70.0,N,N,N,N
0500000US47001,"Anderson County, Tennessee",99.3,58.2,41.0,0.7,56.0,21.9,34.1,44.0,N,N,N,N
0500000US51085,"Hanover County, Virginia",98.5,39.4,59.1,1.5,42.0,11.3,30.7,58.0,N,N,N,N
0500000US53035,"Kitsap County, Washington",99.7,80.2,19.5,0.3,68.4,20.5,47.9,31.6,N,N,N,N
0500000US55055,"Jefferson County, Wisconsin",98.8,55.4,43.5,1.2,70.7,24.0,46.7,29.3,100.0,26.0,74.0,0.0
0500000US55087,"Outagamie County, Wisconsin",99.6,67.4,32.3,0.4,60.3,17.8,42.6,39.7,100.0,23.5,76.5,0.0
0500000US01049,"DeKalb County, Alabama",93.4,63.2,30.1,6.6,42.4,12.2,30.3,57.6,N,N,N,N
0500000US06007,"Butte County, California",99.3,89.3,10.0,0.7,86.2,44.6,41.6,13.8,N,N,N,N
0500000US06017,"El Dorado County, California",94.0,57.5,36.5,6.0,73.6,25.1,48.5,26.4,N,N,N,N
0500000US06025,"Imperial County, California",98.5,92.7,5.8,1.5,86.6,34.3,52.3,13.4,N,N,N,N
0500000US06029,"Kern County, California",99.4,93.0,6.4,0.6,84.7,44.5,40.2,15.3,N,N,N,N
0500000US06041,"Marin County, California",99.2,61.7,37.5,0.8,94.5,29.5,65.0,5.5,N,N,N,N
