Total Population,id,Geographic Area Name,5 to 14 years,15 to 17 years,Under 18 years,18 to 24 years,15 to 44 years,16 years and over,18 years and over,21 years and over,60 years and over,62 years and over,65 years and over,75 years and over,Male - 5 to 14 years,Male - 15 to 17 years,Male - Under 18 years,Male - 18 to 24 years,Male - 15 to 44 years,Male - 16 years and over,Male - 18 years and over,Male - 21 years and over,Male - 60 years and over,Male - 62 years and over,Male - 65 years and over,Male - 75 years and over,Female - Male - 5 to 14 years,Female - Male - 15 to 17 years,Female - Male - Under 18 years,Female - Male - 18 to 24 years,Female - Male - 15 to 44 years,Female - Male - 16 years and over,Female - Male - 18 years and over,Female - Male - 21 years and over,Female - Male - 60 years and over,Female - Male - 62 years and over,Female - Male - 65 years and over,Female - Male - 75 years and over
66523,0500000US27131,"Rice County, Minnesota",8568,2844,14884,9731,27711,53662,51639,45736,14345,13072,10297,4427,4609,1667,7971,4871,14649,27563,26225,23338,6494,5785,4609,1823,3959,1177,6913,4860,13062,26099,25414,22398,7851,7287,5688,2604
76796,0500000US29051,"Cole County, Missouri",9516,3009,17241,6449,29261,61444,59555,56664,17637,15251,12974,5057,4401,1800,8564,3355,16095,N,30006,28741,8022,6824,5583,1943,5115,1209,8677,3094,13166,N,29549,27923,9615,8427,7391,3114
103670,0500000US29071,"Franklin County, Missouri",12907,4437,23753,7786,36977,83035,79917,76587,25266,22442,17948,7630,6881,2326,12357,4111,19137,41758,39890,38041,11378,10442,8166,3269,6026,2111,11396,3675,17840,41277,40027,38546,13888,12000,9782,4361
130090,0500000US33017,"Strafford County, New Hampshire",12964,4792,24199,20838,56926,108422,105891,92917,27721,23621,19182,7849,6666,2354,12064,9647,28057,52357,51010,45651,12946,10861,8484,3172,6298,2438,12135,11191,28869,56065,54881,47266,14775,12760,10698,4677
461809,0500000US36067,"Onondaga County, New York",54157,17353,98023,48751,178876,375891,363786,340293,111857,98103,78867,34302,27759,8445,49715,23566,87403,179250,173021,161298,50184,43807,34336,13505,26398,8908,48308,25185,91473,196641,190765,178995,61673,54296,44531,20797
109864,0500000US36069,"Ontario County, New York",12449,4313,22309,9585,38088,89843,87555,83364,30168,26280,21645,8967,6505,2354,11594,4940,19463,43211,42135,39928,13801,11849,9557,3625,5944,1959,10715,4645,18625,46632,45420,43436,16367,14431,12088,5342
67560,0500000US37069,"Franklin County, North Carolina",8390,2465,14621,4923,24229,54313,52939,50720,16089,14266,11633,3917,4162,629,6659,2688,12193,N,25765,24196,7306,6524,5084,1606,4228,1836,7962,2235,12036,N,27174,26524,8783,7742,6549,2311
66826,0500000US37161,"Rutherford County, North Carolina",7074,3220,13782,5291,22829,55558,53044,50396,20307,17310,14058,5867,3361,1829,7024,2669,11529,26340,24959,23647,9572,8094,6497,2520,3713,1391,6758,2622,11300,29218,28085,26749,10735,9216,7561,3347
115967,0500000US39169,"Wayne County, Ohio",15978,4805,28092,11163,42056,91122,87875,82355,28609,25288,20264,8863,8146,2527,14359,5445,21258,44825,43085,40074,13690,11847,9188,3699,7832,2278,13733,5718,20798,46297,44790,42281,14919,13441,11076,5164
110283,0500000US41019,"Douglas County, Oregon",12098,3857,21351,7196,34674,92283,88932,85941,36923,33418,27924,11689,6220,1972,10747,3572,17351,45441,43586,42087,17437,16156,13248,5401,5878,1885,10604,3624,17323,46842,45346,43854,19486,17262,14676,6288
154835,0500000US42055,"Franklin County, Pennsylvania",19753,5615,34503,11426,55427,124906,120332,114827,40372,35729,29943,13430,10015,3004,17835,5373,27219,60307,57900,55548,18567,16575,13409,5568,9738,2611,16668,6053,28208,64599,62432,59279,21805,19154,16534,7862
448273,0500000US42133,"York County, Pennsylvania",55984,17476,98940,37389,163390,361664,349333,333978,110523,98574,78138,32787,28479,9156,51104,19322,83131,177096,170878,162928,50956,45147,35141,13750,27505,8320,47836,18067,80259,184568,178455,171050,59567,53427,42997,19037
636084,0500000US44007,"Providence County, Rhode Island",71015,22625,129957,68315,267257,522947,506127,475664,139266,119773,97383,43363,36346,11443,66360,33693,134511,252131,243246,229211,61193,51679,41545,16168,34669,11182,63597,34622,132746,270816,262881,246453,78073,68094,55838,27195
188715,0500000US45013,"Beaufort County, South Carolina",19817,5830,35251,18128,64098,157704,153464,145994,63679,59904,51535,21214,10069,2581,16894,11223,33740,75760,74203,68957,29674,28076,23959,10263,9748,3249,18357,6905,30358,81944,79261,77037,34005,31828,27576,10951
205950,0500000US47125,"Montgomery County, Tennessee",29904,8149,54940,23229,97321,156335,151010,142588,28140,24042,18581,8108,15072,4623,28296,12537,49935,77595,74498,70754,12721,11193,8766,3706,14832,3526,26644,10692,47386,78740,76512,71834,15419,12849,9815,4402
187149,0500000US47165,"Sumner County, Tennessee",25254,7210,43916,13901,68761,147772,143233,137058,41123,36509,29379,11800,14046,3820,23631,7357,33948,71494,68916,66188,18423,16401,12891,4608,11208,3390,20285,6544,34813,76278,74317,70870,22700,20108,16488,7192
171361,0500000US48251,"Johnson County, Texas",25098,7525,44421,14344,65905,132376,126940,120989,32466,28998,23673,9406,12722,3809,22560,7753,33307,65667,62996,59784,14970,13033,10862,3968,12376,3716,21861,6591,32598,66709,63944,61205,17496,15965,12811,5438
254607,0500000US48309,"McLennan County, Texas",34605,10759,63033,36484,111282,199014,191574,176495,50911,45747,36582,15267,17700,5541,32400,18407,55235,95448,91831,84117,22916,19981,16008,5897,16905,5218,30633,18077,56047,103566,99743,92378,27995,25766,20574,9370
100657,0500000US48397,"Rockwall County, Texas",16501,4759,27170,6705,40792,76544,73487,69834,17129,15499,12282,4658,8843,2348,13847,2908,19517,36774,35075,33560,7789,7377,5648,1908,7658,2411,13323,3797,21275,39770,38412,36274,9340,8122,6634,2750
66893,0500000US48409,"San Patricio County, Texas",9933,3099,17745,6853,26430,51109,49148,46550,13785,12239,10035,3984,5237,1739,9380,4039,13953,25863,24643,23147,6774,5677,4617,1682,4696,1360,8365,2814,12477,25246,24505,23403,7011,6562,5418,2302
622213,0500000US49049,"Utah County, Utah",116535,32665,207710,104937,306129,436007,414503,377622,68027,60904,48066,19287,60092,16962,106817,53216,156096,218937,207627,190416,31823,28519,22241,8522,56443,15703,100893,51721,150033,217070,206876,187206,36204,32385,25825,10765
149960,0500000US51179,"Stafford County, Virginia",22255,7087,39247,14673,63032,115104,110713,104881,22866,19555,15406,5017,11246,3331,19502,7806,32449,57813,55577,52558,10938,9287,7180,2255,11009,3756,19745,6867,30583,57291,55136,52323,11928,10268,8226,2762
160530,0500000US51510,"Alexandria city, Virginia",14583,3788,29435,10310,78723,133272,131095,126712,27776,23911,19595,8051,7596,1846,15035,5077,37377,63035,62052,59342,12539,11239,8595,2709,6987,1942,14400,5233,41346,70237,69043,67370,15237,12672,11000,5342
251446,0500000US53077,"Yakima County, Washington",42329,11739,74450,24337,99407,184095,176996,167576,47905,42578,34329,13921,21421,5983,37897,12564,49933,91577,87337,82387,22348,19699,15640,6213,20908,5756,36553,11773,49474,92518,89659,85189,25557,22879,18689,7708
124434,0500000US72025,"Caguas Municipio, Puerto Rico",13516,4805,22953,11573,47795,105333,101481,96344,33464,29838,25519,11939,6854,2446,11626,5822,23056,47964,46135,43530,14047,12622,10450,4575,6662,2359,11327,5751,24739,57369,55346,52814,19417,17216,15069,7364
366519,0500000US01089,"Madison County, Alabama",44455,14094,80048,33799,145299,296893,286471,271065,76390,66663,55665,23347,22642,7272,40875,17396,72973,143414,138089,130340,34238,29070,24156,9458,21813,6822,39173,16403,72326,153479,148382,140725,42152,37593,31509,13889
274255,0500000US06087,"Santa Cruz County, California",29254,9696,52617,40865,116088,227759,221638,200259,63875,56790,45349,15896,15108,4861,26881,19487,57596,110329,107985,98455,29885,27283,21079,6348,14146,4835,25736,21378,58492,117430,113653,101804,33990,29507,24270,9548
160912,0500000US12085,"Martin County, Florida",14756,5213,26502,9779,44970,137168,134410,128941,62829,57779,50419,26005,7571,2754,13406,5024,23783,67299,65701,62608,28852,26554,23485,11868,7185,2459,13096,4755,21187,69869,68709,66333,33977,31225,26934,14137
980080,0500000US15003,"Honolulu County, Hawaii",115023,31371,207907,90785,396403,792616,772173,737838,233253,207429,173612,79202,59059,16166,106908,50726,209506,396742,386005,366608,105429,92938,76805,32164,55964,15205,100999,40059,186897,395874,386168,371230,127824,114491,96807,47038
161505,0500000US16055,"Kootenai County, Idaho",20899,5920,36630,12283,58980,128401,124875,118321,40751,37917,30553,12410,10192,3046,18001,6384,29796,62880,61090,57763,19630,17846,14182,5616,10707,2874,18629,5899,29184,65521,63785,60558,21121,20071,16371,6794
172828,0500000US17113,"McLean County, Illinois",20386,6594,37134,30314,80589,140259,135694,118884,32371,29430,22728,9485,10375,3497,19296,14096,39719,67289,64993,58835,14305,12965,10023,3682,10011,3097,17838,16218,40870,72970,70701,60049,18066,16465,12705,5803
143477,0500000US17161,"Rock Island County, Illinois",18054,5396,31980,12946,52747,115382,111497,104938,36152,32798,26909,12070,9217,2458,15888,6808,26456,55053,53385,50233,15981,14301,11723,4974,8837,2938,16092,6138,26291,60329,58112,54705,20171,18497,15186,7096
193048,0500000US18157,"Tippecanoe County, Indiana",20969,7400,40134,46403,100521,158193,152914,130649,31377,27375,22392,9160,10935,4249,21158,26224,53761,81003,77829,65533,14089,12638,9877,3834,10034,3151,18976,20179,46760,77190,75085,65116,17288,14737,12515,5326
65936,0500000US18177,"Wayne County, Indiana",7926,2274,14475,6164,24204,52822,51461,48972,17048,15298,12445,5595,3758,1263,7452,2724,11651,24877,24000,23136,7557,6792,5243,2092,4168,1011,7023,3440,12553,27945,27461,25836,9491,8506,7202,3503
102539,0500000US19193,"Woodbury County, Iowa",15714,3928,26651,8838,39632,77995,75888,71220,22617,19750,15799,6743,7769,2278,13900,4734,20569,38480,37234,34441,9624,8349,6624,2454,7945,1650,12751,4104,19063,39515,38654,36779,12993,11401,9175,4289
65346,0500000US21145,"McCracken County, Kentucky",7790,2680,14253,4776,22637,52815,51093,48569,18167,16568,13390,6385,4061,1312,7062,2249,11382,24558,23754,22611,7224,6445,5282,2307,3729,1368,7191,2527,11255,28257,27339,25958,10943,10123,8108,4078
154475,0500000US22073,"Ouachita Parish, Louisiana",22115,6653,39163,14573,62301,119885,115312,108802,33445,28191,22852,9432,11350,3408,20188,7307,30618,56699,54368,50959,14956,12470,9608,3580,10765,3245,18975,7266,31683,63186,60944,57843,18489,15721,13244,5852
107679,0500000US23001,"Androscoggin County, Maine",12649,3468,22257,9547,39130,87765,85422,81311,26687,23377,19292,7919,6799,1746,11681,4790,19645,42803,41408,39104,11652,10106,8532,3197,5850,1722,10576,4757,19485,44962,44014,42207,15035,13271,10760,4722
425423,0500000US27037,"Dakota County, Minnesota",58354,17841,103633,33743,166005,333545,321790,307362,84706,72585,59233,23855,29741,9026,53012,17621,83537,161871,155768,147544,37830,31826,25758,9706,28613,8815,50621,16122,82468,171674,166022,159818,46876,40759,33475,14149
550210,0500000US27123,"Ramsey County, Minnesota",70386,19736,128233,53936,234262,434529,421977,400062,112223,97993,79420,33289,35984,10268,65779,26525,116772,209202,202957,191749,48948,41673,34081,13012,34402,9468,62454,27411,117490,225327,219020,208313,63275,56320,45339,20277
84254,0500000US36015,"Chemung County, New York",10071,2801,17598,7028,29101,68809,66656,63949,22180,19779,16613,7094,5658,1433,9210,3122,14689,32634,31537,30581,9342,8534,7007,2963,4413,1368,8388,3906,14412,36175,35119,33368,12838,11245,9606,4131
91083,0500000US42097,"Northumberland County, Pennsylvania",10016,3222,17800,6233,31333,75526,73283,70866,26535,23312,19647,8729,5066,1689,8936,3379,17149,38140,37168,35975,12065,10412,8741,3406,4950,1533,8864,2854,14184,37386,36115,34891,14470,12900,10906,5323
111729,0500000US46103,"Pennington County, South Dakota",13397,4827,25304,9046,41692,89612,86425,82154,29425,26537,20474,7978,7268,2297,13522,4970,21552,44277,42889,40764,13577,12303,9749,3468,6129,2530,11782,4076,20140,45335,43536,41390,15848,14234,10725,4510
94324,0500000US48037,"Bowie County, Texas",12941,3693,22688,7401,37714,73446,71636,68971,21570,18667,15312,6411,6481,1935,11255,3954,20389,36956,35968,34396,9872,8774,6669,2466,6460,1758,11433,3447,17325,36490,35668,34575,11698,9893,8643,3945
840758,0500000US48141,"El Paso County, Texas",126109,38790,228101,94776,364439,639198,612657,572502,146106,129028,103054,44580,63911,19812,116242,50571,188547,311859,298677,277494,63056,54579,43863,17308,62198,18978,111859,44205,175892,327339,313980,295008,83050,74449,59191,27272
171700,0500000US49053,"Washington County, Utah",26084,7867,44725,14544,63514,132037,126975,120638,46419,42654,37295,16443,13313,4179,23505,7623,32061,63868,61340,58162,22049,20311,17670,7906,12771,3688,21220,6921,31453,68169,65635,62476,24370,22343,19625,8537
108718,0500000US51003,"Albemarle County, Virginia",11704,3472,21527,13317,43937,89333,87191,79473,28230,24655,20964,9326,5821,1735,10879,6046,21380,42044,40832,36511,12515,10801,9060,4029,5883,1737,10648,7271,22557,47289,46359,42962,15715,13854,11904,5297
82126,0500000US51680,"Lynchburg city, Virginia",8784,1694,16004,20968,40412,67335,66122,56651,16795,14941,11906,5995,4135,702,7535,9500,18993,31187,30588,26986,6895,6160,4645,2110,4649,992,8469,11468,21419,36148,35534,29665,9900,8781,7261,3885
514631,0500000US53063,"Spokane County, Washington",63627,18860,114053,48071,208908,413452,400578,379195,113934,101789,83502,32954,32552,9456,57465,24343,106467,202474,196185,185274,52003,46258,37600,13941,31075,9404,56588,23728,102441,210978,204393,193921,61931,55531,45902,19013
70942,0500000US55097,"Portage County, Wisconsin",7995,2445,13929,11057,29841,58599,57013,52077,16085,14460,11666,4840,4177,1255,7256,5698,15213,29194,28372,25683,7581,6706,5434,2055,3818,1190,6673,5359,14628,29405,28641,26394,8504,7754,6232,2785
83442,0500000US01043,"Cullman County, Alabama",10024,3539,18892,6231,30175,66680,64550,61088,21664,18429,15541,6425,5138,1719,9304,3065,15000,32418,31490,29731,10125,8353,7048,2656,4886,1820,9588,3166,15175,34262,33060,31357,11539,10076,8493,3769
10105518,0500000US06037,"Los Angeles County, California",1215953,370433,2188893,959449,4351042,8162030,7916625,7514251,1949791,1702353,1375959,590748,622507,188997,1120903,483514,2202497,3987470,3861626,3658653,873538,755290,596423,237939,593446,181436,1067990,475935,2148545,4174560,4054999,3855598,1076253,947063,779536,352809
393149,0500000US06061,"Placer County, California",50434,16440,87122,29817,139547,317755,306027,294373,103122,92532,76749,33433,26303,8842,45539,16194,71225,154314,147757,141171,46395,41796,34453,14273,24131,7598,41583,13623,68322,163441,158270,153202,56727,50736,42296,19160
150921,0500000US09013,"Tolland County, Connecticut",14791,5141,26203,25795,65956,128217,124718,109723,34279,30641,24281,10201,7298,2564,13070,12801,33485,64066,62053,54304,16533,14669,11473,4550,7493,2577,13133,12994,32471,64151,62665,55419,17746,15972,12808,5651
229286,0500000US10005,"Sussex County, Delaware",23980,7046,42252,14517,66560,192504,187034,182513,84619,77006,63851,24355,12116,3735,21277,7943,33650,92674,89726,87935,39415,35945,29959,11116,11864,3311,20975,6574,32910,99830,97308,94578,45204,41061,33892,13239
77296,0500000US13031,"Bulloch County, Georgia",8884,1794,14940,20505,39465,63454,62356,49560,12960,11447,8545,3371,4464,915,7620,10462,20305,31182,30612,24731,6232,5439,3748,1480,4420,879,7320,10043,19160,32272,31744,24829,6728,6008,4797,1891
97927,0500000US13115,"Floyd County, Georgia",12215,4054,22625,9773,38656,78167,75302,71101,22880,20975,16533,7375,6469,2128,10992,4086,18520,36598,35063,33103,10086,8874,6700,2717,5746,1926,11633,5687,20136,41569,40239,37998,12794,12101,9833,4658
109541,0500000US13217,"Newton County, Georgia",16323,5115,28413,12874,43957,83731,81128,74058,20765,17807,14379,5403,8865,2502,15157,6996,20821,38770,37137,32604,9030,7643,6012,2134,7458,2613,13256,5878,23136,44961,43991,41454,11735,10164,8367,3269
5180493,0500000US17031,"Cook County, Illinois",625157,187664,1129672,455985,2192347,4176128,4050821,3870539,1071308,940839,757941,325413,318201,95012,575213,226639,1093475,2004770,1941253,1851437,467015,405865,319939,124397,306956,92652,554459,229346,1098872,2171358,2109568,2019102,604293,534974,438002,201016
71671,0500000US21047,"Christian County, Kentucky",10062,1909,19005,12306,33103,53933,52666,48760,12553,10875,8870,3940,4630,1034,8970,8149,19289,28689,28030,25401,5597,4934,3801,1420,5432,875,10035,4157,13814,25244,24636,23359,6956,5941,5069,2520
70963,0500000US25011,"Franklin County, Massachusetts",7371,2355,12746,4545,23633,59819,58217,56775,22771,20054,15424,5756,3576,1332,6371,2515,12068,28964,28030,27316,10402,9177,7075,2473,3795,1023,6375,2030,11565,30855,30187,29459,12369,10877,8349,3283
470406,0500000US25013,"Hampden County, Massachusetts",57046,18665,101138,49042,184535,381901,369268,346724,109583,96801,78765,33941,29588,9437,52059,24817,91313,181761,175391,164435,48015,41856,33792,13188,27458,9228,49079,24225,93222,200140,193877,182289,61568,54945,44973,20753
68192,0500000US26155,"Shiawassee County, Michigan",7759,3002,14566,5620,24011,55620,53626,51676,17634,15484,12597,5081,4112,1546,7523,2757,12093,27227,26081,25119,8605,7296,5704,2074,3647,1456,7043,2863,11918,28393,27545,26557,9029,8188,6893,3007
246365,0500000US29047,"Clay County, Missouri",33447,10464,59577,19721,99202,194578,186788,178492,49877,44101,34841,13690,17217,4998,30363,9657,49412,93631,89806,86002,22592,20015,15127,5676,16230,5466,29214,10064,49790,100947,96982,92490,27285,24086,19714,8014
118791,0500000US30063,"Missoula County, Montana",11817,3734,22121,15576,54269,98913,96670,90457,25583,22538,18257,6944,6297,1699,11481,8099,27129,48537,47604,44375,12021,10365,8720,3101,5520,2035,10640,7477,27140,50376,49066,46082,13562,12173,9537,3843
160137,0500000US30111,"Yellowstone County, Montana",22275,5895,37615,13159,60679,126633,122522,117398,38150,32979,27163,11506,11329,2829,18981,6937,29909,61804,59921,56731,17065,14366,12165,4814,10946,3066,18634,6222,30770,64829,62601,60667,21085,18613,14998,6692
111755,0500000US36045,"Jefferson County, New York",14393,3722,26799,14116,48852,87104,84956,80486,21841,19263,15458,6393,7544,1751,13667,8827,27856,46047,45062,42221,9850,8556,6947,2523,6849,1971,13132,5289,20996,41057,39894,38265,11991,10707,8511,3870
75930,0500000US39063,"Hancock County, Ohio",9131,3307,16770,6579,29301,61500,59160,56123,17527,15532,12829,5609,4539,1557,8198,3256,14707,30054,29110,28161,7524,6655,5585,2177,4592,1750,8572,3323,14594,31446,30050,27962,10003,8877,7244,3432
371574,0500000US39151,"Stark County, Ohio",45136,13821,79683,31485,132285,300641,291891,277013,97680,87234,72062,31487,23353,6988,40625,16481,65459,143736,139532,132410,43178,38109,31256,12371,21783,6833,39058,15004,66826,156905,152359,144603,54502,49125,40806,19116
