"GEO_ID","NAME","S2801_C01_001E","S2801_C01_001M","S2801_C02_001E","S2801_C02_001M","S2801_C01_002E","S2801_C01_002M","S2801_C02_002E","S2801_C02_002M","S2801_C01_003E","S2801_C01_003M","S2801_C02_003E","S2801_C02_003M","S2801_C01_004E","S2801_C01_004M","S2801_C02_004E","S2801_C02_004M","S2801_C01_005E","S2801_C01_005M","S2801_C02_005E","S2801_C02_005M","S2801_C01_006E","S2801_C01_006M","S2801_C02_006E","S2801_C02_006M","S2801_C01_007E","S2801_C01_007M","S2801_C02_007E","S2801_C02_007M","S2801_C01_008E","S2801_C01_008M","S2801_C02_008E","S2801_C02_008M","S2801_C01_009E","S2801_C01_009M","S2801_C02_009E","S2801_C02_009M","S2801_C01_010E","S2801_C01_010M","S2801_C02_010E","S2801_C02_010M","S2801_C01_011E","S2801_C01_011M","S2801_C02_011E","S2801_C02_011M","S2801_C01_012E","S2801_C01_012M","S2801_C02_012E","S2801_C02_012M","S2801_C01_013E","S2801_C01_013M","S2801_C02_013E","S2801_C02_013M","S2801_C01_014E","S2801_C01_014M","S2801_C02_014E","S2801_C02_014M","S2801_C01_015E","S2801_C01_015M","S2801_C02_015E","S2801_C02_015M","S2801_C01_016E","S2801_C01_016M","S2801_C02_016E","S2801_C02_016M","S2801_C01_017E","S2801_C01_017M","S2801_C02_017E","S2801_C02_017M","S2801_C01_018E","S2801_C01_018M","S2801_C02_018E","S2801_C02_018M","S2801_C01_019E","S2801_C01_019M","S2801_C02_019E","S2801_C02_019M","S2801_C01_020E","S2801_C01_020M","S2801_C02_020E","S2801_C02_020M","S2801_C01_021E","S2801_C01_021M","S2801_C02_021E","S2801_C02_021M","S2801_C01_022E","S2801_C01_022M","S2801_C02_022E","S2801_C02_022M","S2801_C01_023E","S2801_C01_023M","S2801_C02_023E","S2801_C02_023M","S2801_C01_024E","S2801_C01_024M","S2801_C02_024E","S2801_C02_024M","S2801_C01_025E","S2801_C01_025M","S2801_C02_025E","S2801_C02_025M","S2801_C01_026E","S2801_C01_026M","S2801_C02_026E","S2801_C02_026M","S2801_C01_027E","S2801_C01_027M","S2801_C02_027E","S2801_C02_027M","S2801_C01_028E","S2801_C01_028M","S2801_C02_028E","S2801_C02_028M","S2801_C01_029E","S2801_C01_029M","S2801_C02_029E","S2801_C02_029M","S2801_C01_030E","S2801_C01_030M","S2801_C02_030E","S2801_C02_030M","S2801_C01_031E","S2801_C01_031M","S2801_C02_031E","S2801_C02_031M"
"0500000US18059","Hancock County, Indiana","29605","726","(X)","(X)","27986","950","94.5","2.2","23774","1550","80.3","4.7","1251","571","4.2","1.9","25468","1117","86.0","3.2","2775","1176","9.4","4.0","20152","1501","68.1","4.9","219","223","0.7","0.8","407","347","1.4","1.2","0","198","0.0","0.5","1619","647","5.5","2.2","24691","1406","83.4","4.1","114","197","0.4","0.7","24577","1420","83.0","4.2","21193","1695","71.6","5.5","2748","1052","9.3","3.6","20860","1603","70.5","4.9","2381","856","8.0","2.9","4914","1223","16.6","4.1","2682","860","(X)","(X)","0","198","0.0","5.9","1323","516","49.3","19.8","1359","821","50.7","19.8","13177","1515","(X)","(X)","114","197","0.9","1.5","10455","1599","79.3","7.1","2608","945","19.8","6.9","13746","1543","(X)","(X)","0","198","0.0","1.2","12799","1560","93.1","4.3","947","598","6.9","4.3"
"0500000US18067","Howard County, Indiana","35139","1401","(X)","(X)","32794","1493","93.3","2.0","27267","1639","77.6","4.0","1995","627","5.7","1.8","29459","1541","83.8","2.6","3546","1088","10.1","2.9","20091","1568","57.2","4.2","310","202","0.9","0.6","656","391","1.9","1.1","37","64","0.1","0.2","2345","706","6.7","2.0","27907","1627","79.4","3.5","0","198","0.0","0.5","27907","1627","79.4","3.5","24537","1664","69.8","3.9","4488","975","12.8","2.7","21800","1537","62.0","3.7","2754","819","7.8","2.3","7232","1287","20.6","3.5","5639","1064","(X)","(X)","0","198","0.0","2.8","3419","873","60.6","12.0","2220","831","39.4","12.0","16917","1853","(X)","(X)","0","198","0.0","1.0","13346","1626","78.9","5.2","3571","1006","21.1","5.2","12583","1486","(X)","(X)","0","198","0.0","1.3","11142","1338","88.5","5.6","1441","764","11.5","5.6"
"0500000US22105","Tangipahoa Parish, Louisiana","47401","2208","(X)","(X)","41561","2109","87.7","3.0","31033","2361","65.5","4.5","2099","822","4.4","1.8","38276","2362","80.7","3.4","6632","1690","14.0","3.5","26470","2627","55.8","5.0","541","524","1.1","1.1","756","377","1.6","0.8","75","134","0.2","0.3","5840","1512","12.3","3.0","38774","2489","81.8","3.8","68","109","0.1","0.2","38706","2487","81.7","3.8","34835","2543","73.5","4.1","5649","1586","11.9","3.3","30266","2531","63.9","4.4","4248","1256","9.0","2.7","8627","1885","18.2","3.8","9283","1756","(X)","(X)","0","217","0.0","2.1","5537","1318","59.6","10.3","3746","1279","40.4","10.3","23437","2277","(X)","(X)","68","109","0.3","0.5","19330","2336","82.5","5.0","4039","1206","17.2","5.1","14681","1889","(X)","(X)","0","217","0.0","1.3","13839","1859","94.3","5.2","842","783","5.7","5.2"
"0500000US25003","Berkshire County, Massachusetts","55212","1795","(X)","(X)","49658","1971","89.9","2.0","43997","1829","79.7","2.7","3672","709","6.7","1.3","41807","2147","75.7","2.6","2645","840","4.8","1.5","34281","1808","62.1","3.1","1121","629","2.0","1.1","810","363","1.5","0.7","0","211","0.0","0.3","5554","1122","10.1","2.0","47724","1895","86.4","2.4","191","136","0.3","0.2","47533","1917","86.1","2.4","40113","2156","72.7","2.9","4266","763","7.7","1.3","40613","1881","73.6","2.9","2360","526","4.3","0.9","7488","1356","13.6","2.4","10093","1820","(X)","(X)","11","20","0.1","0.2","7332","1502","72.6","7.2","2750","894","27.2","7.2","23055","1887","(X)","(X)","155","130","0.7","0.6","19546","1711","84.8","3.6","3354","920","14.5","3.6","22064","1604","(X)","(X)","25","30","0.1","0.1","20655","1620","93.6","2.4","1384","538","6.3","2.4"
"0500000US27139","Scott County, Minnesota","50040","1031","(X)","(X)","48144","1154","96.2","1.1","44732","1519","89.4","2.3","1081","415","2.2","0.8","45646","1309","91.2","1.7","2084","700","4.2","1.4","37490","1775","74.9","3.2","303","360","0.6","0.7","1425","565","2.8","1.1","13","22","0.0","0.1","1896","554","3.8","1.1","46638","1292","93.2","1.5","77","112","0.2","0.2","46561","1288","93.0","1.5","44518","1434","89.0","2.1","4016","941","8.0","1.9","41068","1614","82.1","2.5","3932","925","7.9","1.8","3402","767","6.8","1.5","2718","669","(X)","(X)","0","147","0.0","3.3","1987","584","73.1","13.2","731","406","26.9","13.2","15594","1531","(X)","(X)","0","147","0.0","0.6","13888","1563","89.1","3.6","1706","553","10.9","3.6","31728","1780","(X)","(X)","77","112","0.2","0.4","30686","1784","96.7","1.4","965","422","3.0","1.3"
"0500000US36087","Rockland County, New York","99502","1638","(X)","(X)","88477","2166","88.9","1.6","78948","2461","79.3","2.0","5536","1037","5.6","1.0","78850","2236","79.2","1.8","4270","1296","4.3","1.3","64628","2543","65.0","2.4","594","282","0.6","0.3","3431","871","3.4","0.9","0","201","0.0","0.2","11025","1592","11.1","1.6","85045","2245","85.5","1.7","163","201","0.2","0.2","84882","2248","85.3","1.7","76879","2394","77.3","1.9","8024","1817","8.1","1.8","75892","2492","76.3","2.1","2319","765","2.3","0.8","14457","1678","14.5","1.7","11786","1622","(X)","(X)","0","201","0.0","1.4","6679","1366","56.7","8.4","5107","1180","43.3","8.4","31272","2221","(X)","(X)","163","201","0.5","0.6","24474","2116","78.3","3.2","6635","1081","21.2","3.3","56444","2396","(X)","(X)","0","201","0.0","0.3","53729","2204","95.2","1.3","2715","776","4.8","1.3"
"0500000US36105","Sullivan County, New York","28900","1706","(X)","(X)","25630","1756","88.7","2.7","20609","1535","71.3","4.4","2210","662","7.6","2.2","22384","1637","77.5","3.3","2476","857","8.6","2.9","17496","1720","60.5","4.6","223","186","0.8","0.6","564","355","2.0","1.2","0","201","0.0","0.6","3270","790","11.3","2.7","23851","1804","82.5","3.7","154","148","0.5","0.5","23697","1793","82.0","3.7","17870","1512","61.8","4.2","1554","492","5.4","1.7","20987","1706","72.6","3.9","1504","463","5.2","1.6","5049","1092","17.5","3.7","5958","1222","(X)","(X)","0","201","0.0","2.8","3736","994","62.7","11.1","2222","821","37.3","11.1","12788","1678","(X)","(X)","42","76","0.3","0.6","10325","1490","80.7","6.1","2421","850","18.9","6.0","10154","1378","(X)","(X)","112","98","1.1","1.0","9636","1369","94.9","2.0","406","187","4.0","1.9"
"0500000US37037","Chatham County, North Carolina","28343","1301","(X)","(X)","25874","1285","91.3","2.7","23021","1275","81.2","3.9","1623","545","5.7","1.9","23074","1444","81.4","3.5","1405","568","5.0","1.9","18390","1496","64.9","4.8","149","165","0.5","0.6","280","222","1.0","0.8","0","210","0.0","0.6","2469","784","8.7","2.7","22675","1437","80.0","4.5","143","167","0.5","0.6","22532","1436","79.5","4.5","19786","1418","69.8","4.3","1974","541","7.0","1.9","19421","1558","68.5","5.0","1907","590","6.7","2.1","5668","1351","20.0","4.5","2707","896","(X)","(X)","0","210","0.0","6.5","1478","625","54.6","14.4","1229","561","45.4","14.4","11474","1404","(X)","(X)","81","136","0.7","1.2","7941","1156","69.2","8.3","3452","1142","30.1","8.4","14162","1244","(X)","(X)","62","102","0.4","0.7","13113","1225","92.6","4.5","987","653","7.0","4.5"
"0500000US37085","Harnett County, North Carolina","46015","1387","(X)","(X)","42502","1475","92.4","1.7","35295","1656","76.7","2.9","1650","531","3.6","1.2","39966","1544","86.9","2.1","5021","980","10.9","2.1","29559","1920","64.2","3.5","262","166","0.6","0.4","875","319","1.9","0.7","0","210","0.0","0.4","3513","799","7.6","1.7","37071","1445","80.6","2.4","92","127","0.2","0.3","36979","1425","80.4","2.4","26385","1635","57.3","3.0","4611","1070","10.0","2.3","31390","1744","68.2","3.5","2860","644","6.2","1.4","8944","1186","19.4","2.4","7954","1311","(X)","(X)","17","28","0.2","0.4","4086","852","51.4","8.3","3851","987","48.4","8.4","23580","1733","(X)","(X)","0","210","0.0","0.8","19228","1643","81.5","3.8","4352","963","18.5","3.8","14481","1601","(X)","(X)","75","124","0.5","0.8","13665","1518","94.4","2.4","741","338","5.1","2.2"
"0500000US37195","Wilson County, North Carolina","31817","1072","(X)","(X)","26628","1316","83.7","3.4","19508","1652","61.3","5.0","1662","707","5.2","2.2","23825","1371","74.9","3.7","4625","1078","14.5","3.3","15966","1491","50.2","4.3","342","261","1.1","0.8","820","492","2.6","1.5","0","210","0.0","0.6","5189","1134","16.3","3.4","24895","1454","78.2","4.0","101","119","0.3","0.4","24794","1441","77.9","3.9","22396","1429","70.4","4.1","4255","1127","13.4","3.5","19607","1636","61.6","4.6","1062","450","3.3","1.4","6922","1305","21.8","4.0","8540","1291","(X)","(X)","0","210","0.0","2.1","4547","970","53.2","9.2","3993","1045","46.8","9.2","14504","1711","(X)","(X)","101","119","0.7","0.8","12281","1662","84.7","5.3","2122","782","14.6","5.2","8773","1352","(X)","(X)","0","210","0.0","2.1","7966","1208","90.8","6.8","807","640","9.2","6.8"
"0500000US39007","Ashtabula County, Ohio","35445","1483","(X)","(X)","29614","1720","83.5","2.7","22846","1727","64.5","3.9","2552","700","7.2","1.9","25076","1497","70.7","2.9","4132","1022","11.7","2.8","18748","1462","52.9","3.9","624","310","1.8","0.9","776","480","2.2","1.3","0","195","0.0","0.4","5831","954","16.5","2.7","28560","1683","80.6","2.7","401","297","1.1","0.8","28159","1644","79.4","2.8","22547","1540","63.6","3.6","4087","1048","11.5","2.8","22526","1480","63.6","3.4","2426","709","6.8","2.0","6885","945","19.4","2.7","8980","1262","(X)","(X)","149","176","1.7","1.9","5184","954","57.7","6.6","3647","734","40.6","6.8","16408","1650","(X)","(X)","211","221","1.3","1.3","13638","1510","83.1","3.9","2559","665","15.6","3.8","10057","1225","(X)","(X)","41","69","0.4","0.7","9337","1241","92.8","4.3","679","443","6.8","4.3"
"0500000US39013","Belmont County, Ohio","24742","1335","(X)","(X)","20117","1243","81.3","2.7","16257","1225","65.7","3.9","1139","402","4.6","1.6","18098","1207","73.1","3.1","2530","779","10.2","3.0","11869","1146","48.0","4.1","283","180","1.1","0.7","565","343","2.3","1.4","0","195","0.0","0.6","4625","737","18.7","2.7","18494","1288","74.7","3.6","90","105","0.4","0.4","18404","1285","74.4","3.6","15262","1253","61.7","4.5","3430","966","13.9","3.7","13830","1161","55.9","4.0","1694","429","6.8","1.7","6248","967","25.3","3.6","3807","679","(X)","(X)","52","88","1.4","2.3","1899","533","49.9","12.2","1856","603","48.8","12.0","13138","1310","(X)","(X)","38","61","0.3","0.5","9466","1109","72.1","4.9","3634","766","27.7","5.0","7797","1080","(X)","(X)","0","195","0.0","2.0","7039","1058","90.3","5.4","758","432","9.7","5.4"
"0500000US40031","Comanche County, Oklahoma","42489","2060","(X)","(X)","39368","2006","92.7","1.9","30891","2182","72.7","3.4","1749","644","4.1","1.5","37018","1947","87.1","2.2","5899","1213","13.9","2.8","24842","2062","58.5","3.5","177","154","0.4","0.4","739","494","1.7","1.2","0","161","0.0","0.3","3121","829","7.3","1.9","37601","2148","88.5","2.1","54","67","0.1","0.2","37547","2156","88.4","2.1","34845","2050","82.0","2.3","8102","1367","19.1","3.0","27345","2259","64.4","3.8","3469","571","8.2","1.4","4888","897","11.5","2.1","7704","1338","(X)","(X)","0","161","0.0","1.4","5663","1190","73.5","7.3","2041","624","26.5","7.3","21742","2129","(X)","(X)","36","61","0.2","0.3","19414","2069","89.3","3.0","2292","660","10.5","3.0","13043","1221","(X)","(X)","18","29","0.1","0.2","12470","1200","95.6","1.7","555","231","4.3","1.7"
"0500000US42013","Blair County, Pennsylvania","51096","1366","(X)","(X)","44563","1471","87.2","2.1","36405","1627","71.2","2.9","3524","710","6.9","1.4","38250","1683","74.9","2.7","5835","1215","11.4","2.4","23004","1389","45.0","2.6","823","446","1.6","0.9","446","214","0.9","0.4","0","177","0.0","0.3","6533","1089","12.8","2.1","41511","1472","81.2","2.2","52","42","0.1","0.1","41459","1472","81.1","2.2","34637","1620","67.8","2.8","5934","1082","11.6","2.1","33614","1766","65.8","3.1","2608","654","5.1","1.3","9585","1213","18.8","2.2","10467","1668","(X)","(X)","0","177","0.0","1.2","5875","1209","56.1","6.8","4592","989","43.9","6.8","23723","1870","(X)","(X)","37","35","0.2","0.1","19597","1775","82.6","3.0","4089","747","17.2","3.0","16906","1823","(X)","(X)","15","23","0.1","0.1","15987","1756","94.6","2.0","904","359","5.3","2.0"
"0500000US42039","Crawford County, Pennsylvania","34386","1219","(X)","(X)","30534","1271","88.8","1.4","25667","1353","74.6","2.8","3040","489","8.8","1.4","24617","1270","71.6","2.2","2273","611","6.6","1.7","20165","1252","58.6","2.7","782","426","2.3","1.2","855","257","2.5","0.7","45","74","0.1","0.2","3852","465","11.2","1.4","28780","1239","83.7","1.9","344","179","1.0","0.5","28436","1261","82.7","1.9","23015","1328","66.9","2.8","4575","785","13.3","2.2","22761","1160","66.2","2.4","1700","365","4.9","1.0","5606","654","16.3","1.9","5421","853","(X)","(X)","47","80","0.9","1.5","3455","680","63.7","6.6","1919","430","35.4","6.4","18584","1217","(X)","(X)","297","160","1.6","0.9","15047","1122","81.0","2.4","3240","474","17.4","2.3","10381","1114","(X)","(X)","0","177","0.0","1.2","9934","1102","95.7","1.5","447","155","4.3","1.5"
"0500000US42051","Fayette County, Pennsylvania","56085","1508","(X)","(X)","46577","1710","83.0","2.4","36597","1814","65.3","2.9","3227","637","5.8","1.1","40673","1740","72.5","2.6","4995","1002","8.9","1.8","30892","1906","55.1","2.9","889","371","1.6","0.7","806","288","1.4","0.5","45","75","0.1","0.1","9508","1412","17.0","2.4","43829","1699","78.1","2.4","267","218","0.5","0.4","43562","1677","77.7","2.4","37872","1797","67.5","2.6","7414","1275","13.2","2.3","34163","1924","60.9","2.9","2584","701","4.6","1.3","12256","1440","21.9","2.4","10931","1541","(X)","(X)","24","39","0.2","0.4","5664","1009","51.8","7.4","5243","1209","48.0","7.4","26293","1913","(X)","(X)","159","190","0.6","0.7","20366","1863","77.5","3.4","5768","958","21.9","3.6","18861","1417","(X)","(X)","84","102","0.4","0.5","17532","1479","93.0","2.3","1245","396","6.6","2.1"
"0500000US47113","Madison County, Tennessee","39223","1035","(X)","(X)","35486","1286","90.5","2.0","26731","1713","68.2","4.0","2382","915","6.1","2.3","31634","1370","80.7","2.6","6640","1268","16.9","3.2","20855","1796","53.2","4.4","375","275","1.0","0.7","194","194","0.5","0.5","0","211","0.0","0.5","3737","780","9.5","2.0","33323","1155","85.0","2.3","0","211","0.0","0.5","33323","1155","85.0","2.3","29272","1521","74.6","3.4","7905","1420","20.2","3.6","24300","1600","62.0","3.8","2104","685","5.4","1.8","5900","943","15.0","2.3","8940","1487","(X)","(X)","0","211","0.0","2.0","6320","1421","70.7","7.7","2620","695","29.3","7.7","18109","1725","(X)","(X)","0","211","0.0","1.0","15550","1719","85.9","4.1","2559","761","14.1","4.1","12174","1374","(X)","(X)","0","211","0.0","1.5","11453","1330","94.1","3.2","721","403","5.9","3.2"
"0500000US48027","Bell County, Texas","123188","2481","(X)","(X)","113934","2857","92.5","1.5","98380","3490","79.9","2.4","6315","1408","5.1","1.1","101955","3213","82.8","2.0","7673","1405","6.2","1.1","82916","3332","67.3","2.4","2441","963","2.0","0.8","2319","708","1.9","0.6","0","228","0.0","0.2","9254","1860","7.5","1.5","108912","2994","88.4","1.8","169","212","0.1","0.2","108743","3015","88.3","1.8","76288","3721","61.9","2.8","18067","2469","14.7","2.0","86965","2961","70.6","2.1","7395","1077","6.0","0.9","14276","2211","11.6","1.8","18276","1939","(X)","(X)","55","90","0.3","0.5","14145","1688","77.4","4.9","4076","1029","22.3","4.9","62553","3408","(X)","(X)","114","191","0.2","0.3","54709","3471","87.5","2.6","7730","1666","12.4","2.6","42359","2991","(X)","(X)","0","228","0.0","0.5","39889","2850","94.2","2.3","2470","1007","5.8","2.3"
"0500000US48061","Cameron County, Texas","124812","2810","(X)","(X)","103473","3264","82.9","1.5","69863","3394","56.0","2.3","3363","889","2.7","0.7","97246","3295","77.9","1.7","23302","2448","18.7","1.9","61573","3195","49.3","2.3","1017","533","0.8","0.4","1499","551","1.2","0.4","0","228","0.0","0.2","21339","1891","17.1","1.5","69894","3050","56.0","2.2","39","66","0.0","0.1","69855","3045","56.0","2.2","56276","2805","45.1","2.1","18451","2106","14.8","1.7","46423","2672","37.2","2.0","8060","1351","6.5","1.1","54918","3190","44.0","2.2","34086","3238","(X)","(X)","0","228","0.0","0.6","12478","1960","36.6","5.0","21608","2810","63.4","5.0","62556","3549","(X)","(X)","39","66","0.1","0.1","36183","2681","57.8","3.2","26334","2669","42.1","3.2","28170","2516","(X)","(X)","0","228","0.0","0.8","21194","2168","75.2","5.1","6976","1661","24.8","5.1"
"0500000US49057","Weber County, Utah","85615","1753","(X)","(X)","81465","1980","95.2","1.0","72054","2495","84.2","2.1","2474","629","2.9","0.7","77140","2094","90.1","1.4","4180","1074","4.9","1.3","60950","2444","71.2","2.3","491","300","0.6","0.3","2166","672","2.5","0.8","0","193","0.0","0.2","4150","822","4.8","1.0","77628","1905","90.7","1.2","266","223","0.3","0.3","77362","1921","90.4","1.3","71698","2255","83.7","1.8","9808","1405","11.5","1.6","61965","2284","72.4","2.5","8349","1277","9.8","1.5","7987","1071","9.3","1.2","8608","1482","(X)","(X)","71","122","0.8","1.4","6347","1343","73.7","7.3","2190","679","25.4","7.2","38168","2427","(X)","(X)","102","120","0.3","0.3","33782","2401","88.5","2.5","4284","947","11.2","2.4","38839","2300","(X)","(X)","93","148","0.2","0.4","37233","2196","95.9","1.6","1513","606","3.9","1.5"
"0500000US51165","Rockingham County, Virginia","31462","1026","(X)","(X)","27907","1098","88.7","2.2","23780","1336","75.6","3.4","2259","570","7.2","1.9","24643","1247","78.3","2.7","2890","782","9.2","2.5","16982","1379","54.0","3.8","224","206","0.7","0.7","516","298","1.6","0.9","0","206","0.0","0.6","3555","727","11.3","2.2","25020","1121","79.5","3.0","123","170","0.4","0.5","24897","1151","79.1","3.2","21741","1188","69.1","3.3","4845","816","15.4","2.6","17172","1265","54.6","3.6","3021","781","9.6","2.5","6442","1012","20.5","3.0","4020","775","(X)","(X)","27","45","0.7","1.1","2230","675","55.5","11.4","1763","526","43.9","11.3","15842","1338","(X)","(X)","96","165","0.6","1.0","11851","1219","74.8","5.4","3895","929","24.6","5.2","11600","1419","(X)","(X)","0","206","0.0","1.5","10816","1315","93.2","3.0","784","369","6.8","3.0"
"0500000US51700","Newport News city, Virginia","71291","1906","(X)","(X)","64875","2030","91.0","1.7","53922","2528","75.6","2.7","3938","1017","5.5","1.4","58328","2121","81.8","2.1","8031","1713","11.3","2.4","37215","2643","52.2","3.4","630","334","0.9","0.5","1857","660","2.6","0.9","74","125","0.1","0.2","6416","1263","9.0","1.7","46103","2470","64.7","3.1","179","183","0.3","0.3","45924","2451","64.4","3.1","40738","2482","57.1","3.2","5225","978","7.3","1.3","39570","2296","55.5","3.0","2429","838","3.4","1.2","25188","2374","35.3","3.1","12443","1750","(X)","(X)","49","97","0.4","0.8","5446","1162","43.8","8.4","6948","1548","55.8","8.3","36924","2620","(X)","(X)","130","158","0.4","0.4","21617","2012","58.5","4.9","15177","2330","41.1","4.9","21924","1578","(X)","(X)","0","206","0.0","0.8","18861","1392","86.0","4.7","3063","1133","14.0","4.7"
"0500000US51710","Norfolk city, Virginia","89338","1882","(X)","(X)","82739","1948","92.6","1.0","64156","2532","71.8","2.4","3256","736","3.6","0.8","78112","2228","87.4","1.3","11832","1749","13.2","2.0","51800","2612","58.0","2.5","660","315","0.7","0.4","1841","547","2.1","0.6","40","74","0.0","0.1","6599","914","7.4","1.0","76186","2103","85.3","1.4","210","201","0.2","0.2","75976","2114","85.0","1.4","71395","2309","79.9","1.7","14358","1750","16.1","2.0","56902","2394","63.7","2.2","2775","647","3.1","0.7","13152","1273","14.7","1.4","17928","1642","(X)","(X)","0","206","0.0","1.0","12179","1331","67.9","4.1","5749","898","32.1","4.1","45653","2452","(X)","(X)","136","170","0.3","0.4","39053","2430","85.5","2.3","6464","1063","14.2","2.3","25757","1986","(X)","(X)","74","95","0.3","0.4","24744","1922","96.1","1.4","939","358","3.6","1.4"
"0500000US51810","Virginia Beach city, Virginia","172183","2346","(X)","(X)","165042","2701","95.9","0.9","147362","2876","85.6","1.5","4382","892","2.5","0.5","155953","2736","90.6","0.9","10061","1989","5.8","1.1","124727","3689","72.4","1.9","1396","480","0.8","0.3","4216","939","2.4","0.5","0","206","0.0","0.1","7141","1471","4.1","0.9","157809","2820","91.7","1.2","175","224","0.1","0.1","157634","2804","91.6","1.2","145627","3211","84.6","1.4","13346","1823","7.8","1.1","140567","3420","81.6","1.7","5467","1142","3.2","0.7","14374","2131","8.3","1.2","12973","1598","(X)","(X)","0","206","0.0","1.3","9672","1436","74.6","6.1","3301","880","25.4","6.1","70655","3146","(X)","(X)","146","215","0.2","0.3","62821","3089","88.9","2.2","7688","1655","10.9","2.3","88555","2545","(X)","(X)","29","48","0.0","0.1","85141","2769","96.1","1.2","3385","1107","3.8","1.3"
"0500000US53007","Chelan County, Washington","31587","1405","(X)","(X)","29379","1653","93.0","2.6","24564","1808","77.8","4.6","1004","384","3.2","1.2","26887","1705","85.1","3.3","3003","971","9.5","3.1","19045","1891","60.3","4.9","338","320","1.1","1.0","289","212","0.9","0.7","0","204","0.0","0.5","2208","813","7.0","2.6","26422","1750","83.6","4.0","0","204","0.0","0.5","26422","1750","83.6","4.0","24038","1848","76.1","4.6","3662","1105","11.6","3.5","21449","1987","67.9","5.6","1931","582","6.1","1.8","5165","1302","16.4","4.0","3137","1122","(X)","(X)","0","204","0.0","5.3","2310","991","73.6","15.1","827","520","26.4","15.1","18275","1679","(X)","(X)","0","204","0.0","0.9","14445","1914","79.0","6.2","3830","1111","21.0","6.2","10175","1471","(X)","(X)","0","204","0.0","1.7","9667","1394","95.0","3.9","508","424","5.0","3.9"
